#                               L = 32
#================================================================
#x               y               Numerical       Analytical      
#================================================================
0.59375         0.5625          0.192171        0.191786        

0.59375         0.59375         0.213338        0.212921        

0.59375         0.625           0.236659        0.236206        

0.59375         0.65625         0.262392        0.261901        

0.59375         0.6875          0.290828        0.290297        

0.59375         0.71875         0.322301        0.321727        

0.59375         0.75            0.35719         0.356572        

0.59375         0.78125         0.395928        0.395269        

0.59375         0.8125          0.439007        0.438317        

0.59375         0.84375         0.486976        0.486278        

0.59375         0.875           0.540413        0.539754        

0.59375         0.90625         0.599844        0.599307        

0.59375         0.9375          0.665538        0.665224        

0.59375         0.96875         0.737058        0.736989        

0.59375         1               0.8125          0.812525        

0.625           0               0               0               

0.625           0.03125         0.00639421      0.00637795      

0.625           0.0625          0.0128501       0.0128176       

0.625           0.09375         0.0194301       0.0193811       

0.625           0.125           0.0261976       0.026132        

0.625           0.15625         0.0332181       0.0331356       

0.625           0.1875          0.0405595       0.0404597       

0.625           0.21875         0.0482927       0.0481753       

0.625           0.25            0.0564927       0.0563572       

0.625           0.28125         0.0652391       0.0650851       

0.625           0.3125          0.0746169       0.0744437       

0.625           0.34375         0.0847175       0.0845245       

0.625           0.375           0.0956396       0.095426        

0.625           0.40625         0.10749         0.107255        

0.625           0.4375          0.120386        0.120129        

0.625           0.46875         0.134454        0.134174        

0.625           0.5             0.149835        0.14953         

0.625           0.53125         0.166682        0.166352        

0.625           0.5625          0.185164        0.184809        

0.625           0.59375         0.20547         0.205088        

0.625           0.625           0.227807        0.227397        

0.625           0.65625         0.252406        0.251968        

0.625           0.6875          0.279522        0.279057        

0.625           0.71875         0.309438        0.308948        

0.625           0.75            0.342465        0.341955        

0.625           0.78125         0.37894         0.37842         

0.625           0.8125          0.419218        0.418705        

0.625           0.84375         0.463652        0.463173        

0.625           0.875           0.512545        0.512142        

0.625           0.90625         0.566064        0.565783        

0.625           0.9375          0.624073        0.62394         

0.625           0.96875         0.685886        0.685866        

0.625           1               0.75            0.750001        

0.65625         0               0               0               

0.65625         0.03125         0.00610257      0.00608713      

0.65625         0.0625          0.0122639       0.012233        

0.65625         0.09375         0.0185435       0.018497        

0.65625         0.125           0.0250017       0.0249394       

0.65625         0.15625         0.0317009       0.0316227       

0.65625         0.1875          0.0387056       0.0386111       

0.65625         0.21875         0.0460834       0.0459723       

0.65625         0.25            0.0539054       0.0537773       

0.65625         0.28125         0.0622471       0.0621017       

0.65625         0.3125          0.071189        0.0710257       

0.65625         0.34375         0.0808174       0.0806358       

0.65625         0.375           0.0912253       0.0910249       

0.65625         0.40625         0.102513        0.102294        

0.65625         0.4375          0.114791        0.114551        

0.65625         0.46875         0.128176        0.127916        

0.65625         0.5             0.142799        0.142518        

0.65625         0.53125         0.1588          0.158498        

0.65625         0.5625          0.176335        0.176012        

0.65625         0.59375         0.195571        0.195228        

0.65625         0.625           0.216694        0.216331        

0.65625         0.65625         0.239903        0.239522        

0.65625         0.6875          0.265416        0.26502         

0.65625         0.71875         0.293464        0.293058        

0.65625         0.75            0.324292        0.323884        

0.65625         0.78125         0.358149        0.357751        

0.65625         0.8125          0.395273        0.394902        

0.65625         0.84375         0.435867        0.435546        

0.65625         0.875           0.480052        0.479807        

0.65625         0.90625         0.527795        0.527643        

0.65625         0.9375          0.578805        0.578743        

0.65625         0.96875         0.632413        0.632406        

0.65625         1               0.6875          0.687485        

0.6875          0               0               0               

0.6875          0.03125         0.00575212      0.00573766      

0.6875          0.0625          0.0115596       0.0115306       

0.6875          0.09375         0.0174782       0.0174346       

0.6875          0.125           0.0235649       0.0235066       

0.6875          0.15625         0.0298782       0.029805        

0.6875          0.1875          0.0364788       0.0363904       

0.6875          0.21875         0.04343         0.0433262       

0.6875          0.25            0.0507985       0.050679        

0.6875          0.28125         0.0586549       0.0585195       

0.6875          0.3125          0.0670745       0.0669228       

0.6875          0.34375         0.0761377       0.0759694       

0.6875          0.375           0.0859309       0.0857457       

0.6875          0.40625         0.0965474       0.096345        

0.6875          0.4375          0.108088        0.107868        

0.6875          0.46875         0.12066         0.120423        

0.6875          0.5             0.134384        0.134129        

0.6875          0.53125         0.149385        0.149114        

0.6875          0.5625          0.165803        0.165516        

0.6875          0.59375         0.183786        0.183484        

0.6875          0.625           0.203494        0.203179        

0.6875          0.65625         0.225097        0.224772        

0.6875          0.6875          0.248774        0.248444        

0.6875          0.71875         0.274711        0.274381        

0.6875          0.75            0.303091        0.302772        

0.6875          0.78125         0.334091        0.333792        

0.6875          0.8125          0.367858        0.367594        

0.6875          0.84375         0.404492        0.404278        

0.6875          0.875           0.444001        0.44385         

0.6875          0.90625         0.486258        0.486173        

0.6875          0.9375          0.530937        0.530906        

0.6875          0.96875         0.577462        0.57746         

0.6875          1               0.625           0.624982        

0.71875         0               0               0               

0.71875         0.03125         0.00534636      0.005333        

0.71875         0.0625          0.010744        0.0107173       

0.71875         0.09375         0.0162448       0.0162046       

0.71875         0.125           0.0219015       0.0218477       

0.71875         0.15625         0.0277683       0.0277007       

0.71875         0.1875          0.0339013       0.0338199       

0.71875         0.21875         0.0403592       0.0402637       

0.71875         0.25            0.0472036       0.0470938       

0.71875         0.28125         0.0544996       0.0543754       

0.71875         0.3125          0.0623164       0.0621776       

0.71875         0.34375         0.070728        0.0705744       

0.71875         0.375           0.0798134       0.0796449       

0.71875         0.40625         0.0896575       0.0894741       

0.71875         0.4375          0.100352        0.100154        

0.71875         0.46875         0.111994        0.111782        

0.71875         0.5             0.124691        0.124464        

0.71875         0.53125         0.138554        0.138315        

0.71875         0.5625          0.153706        0.153455        

0.71875         0.59375         0.170276        0.170014        

0.71875         0.625           0.188399        0.18813         

0.71875         0.65625         0.208216        0.207944        

0.71875         0.6875          0.229873        0.229603        

0.71875         0.71875         0.253513        0.253251        

0.71875         0.75            0.279271        0.279024        

0.71875         0.78125         0.307265        0.307043        

0.71875         0.8125          0.337578        0.337391        

0.71875         0.84375         0.37024         0.370097        

0.71875         0.875           0.405202        0.405107        

0.71875         0.90625         0.442299        0.44225         

0.71875         0.9375          0.481223        0.481207        

0.71875         0.96875         0.521499        0.521498        

0.71875         1               0.5625          0.562489        

0.75            0               0               0               

0.75            0.03125         0.00488927      0.00487713      

0.75            0.0625          0.00982537      0.00980106      

0.75            0.09375         0.0148556       0.014819        

0.75            0.125           0.020028        0.0199792       

0.75            0.15625         0.025392        0.0253308       

0.75            0.1875          0.0309989       0.0309251       

0.75            0.21875         0.0369019       0.0368155       

0.75            0.25            0.043157        0.0430579       

0.75            0.28125         0.0498234       0.0497114       

0.75            0.3125          0.0569636       0.0568387       

0.75            0.34375         0.0646444       0.0645066       

0.75            0.375           0.0729371       0.0727863       

0.75            0.40625         0.0819177       0.0817542       

0.75            0.4375          0.0916677       0.0914919       

0.75            0.46875         0.102274        0.102087        

0.75            0.5             0.11383         0.113632        

0.75            0.53125         0.126435        0.126227        

0.75            0.5625          0.140192        0.139976        

0.75            0.59375         0.155212        0.15499         

0.75            0.625           0.171608        0.171384        

0.75            0.65625         0.189496        0.189272        

0.75            0.6875          0.20899         0.208772        

0.75            0.71875         0.230197        0.229991        

0.75            0.75            0.253216        0.253027        

0.75            0.78125         0.278119        0.277955        

0.75            0.8125          0.304947        0.304815        

0.75            0.84375         0.33369         0.333593        

0.75            0.875           0.364268        0.364207        

0.75            0.90625         0.396514        0.396484        

0.75            0.9375          0.430156        0.430147        

0.75            0.96875         0.46481         0.46481         

0.75            1               0.5             0.5             

0.78125         0               0               0               

0.78125         0.03125         0.00438534      0.00437453      

0.78125         0.0625          0.00881261      0.00879096      

0.78125         0.09375         0.0133241       0.0132916       

0.78125         0.125           0.0179628       0.0179194       

0.78125         0.15625         0.022773        0.0227186       

0.78125         0.1875          0.0278004       0.0277348       

0.78125         0.21875         0.0330925       0.0330158       

0.78125         0.25            0.0386993       0.0386114       

0.78125         0.28125         0.0446733       0.0445742       

0.78125         0.3125          0.0510702       0.0509599       

0.78125         0.34375         0.0579491       0.0578277       

0.78125         0.375           0.0653728       0.0652405       

0.78125         0.40625         0.0734084       0.0732655       

0.78125         0.4375          0.082127        0.0819741       

0.78125         0.46875         0.0916046       0.0914424       

0.78125         0.5             0.101921        0.101751        

0.78125         0.53125         0.113162        0.112985        

0.78125         0.5625          0.125415        0.125233        

0.78125         0.59375         0.138773        0.138587        

0.78125         0.625           0.153327        0.153142        

0.78125         0.65625         0.16917         0.168989        

0.78125         0.6875          0.186391        0.186218        

0.78125         0.71875         0.205071        0.204911        

0.78125         0.75            0.225276        0.225133        

0.78125         0.78125         0.247048        0.246928        

0.78125         0.8125          0.270402        0.270308        

0.78125         0.84375         0.295303        0.295237        

0.78125         0.875           0.321666        0.321626        

0.78125         0.90625         0.349334        0.349315        

0.78125         0.9375          0.378076        0.378071        

0.78125         0.96875         0.407587        0.407587        

0.78125         1               0.4375          0.437509        

0.8125          0               0               0               

0.8125          0.03125         0.0038395       0.00383009      

0.8125          0.0625          0.00771563      0.0076968       

0.8125          0.09375         0.0116653       0.0116371       

0.8125          0.125           0.0157262       0.0156885       

0.8125          0.15625         0.0199369       0.0198896       

0.8125          0.1875          0.0243371       0.0242802       

0.8125          0.21875         0.0289684       0.028902        

0.8125          0.25            0.0338743       0.0337982       

0.8125          0.28125         0.0391003       0.0390147       

0.8125          0.3125          0.0446948       0.0445997       

0.8125          0.34375         0.0507089       0.0506045       

0.8125          0.375           0.0571968       0.0570833       

0.8125          0.40625         0.064216        0.0640939       

0.8125          0.4375          0.0718275       0.0716974       

0.8125          0.46875         0.0800958       0.0799585       

0.8125          0.5             0.0890888       0.0889454       

0.8125          0.53125         0.0988774       0.0987293       

0.8125          0.5625          0.109535        0.109384        

0.8125          0.59375         0.121136        0.120984        

0.8125          0.625           0.133755        0.133606        

0.8125          0.65625         0.147466        0.147322        

0.8125          0.6875          0.162335        0.162199        

0.8125          0.71875         0.17842         0.178297        

0.8125          0.75            0.195767        0.19566         

0.8125          0.78125         0.214397        0.214309        

0.8125          0.8125          0.234307        0.234241        

0.8125          0.84375         0.255457        0.255411        

0.8125          0.875           0.277759        0.277733        

0.8125          0.90625         0.301079        0.301068        

0.8125          0.9375          0.325227        0.325224        

0.8125          0.96875         0.349961        0.349962        

0.8125          1               0.375           0.375012        

0.84375         0               0               0               

0.84375         0.03125         0.00325703      0.0032491       

0.84375         0.0625          0.00654508      0.0065292       

0.84375         0.09375         0.00989542      0.00987158      

0.84375         0.125           0.0133399       0.0133081       

0.84375         0.15625         0.0169111       0.0168713       

0.84375         0.1875          0.0206427       0.0205949       

0.84375         0.21875         0.0245698       0.024514        

0.84375         0.25            0.0287291       0.0286652       

0.84375         0.28125         0.0331589       0.0330872       

0.84375         0.3125          0.0378999       0.0378204       

0.84375         0.34375         0.0429949       0.0429078       

0.84375         0.375           0.0484894       0.048395        

0.84375         0.40625         0.0544312       0.05433         

0.84375         0.4375          0.0608711       0.0607637       

0.84375         0.46875         0.0678623       0.0677495       

0.84375         0.5             0.0754606       0.0753434       

0.84375         0.53125         0.0837236       0.0836034       

0.84375         0.5625          0.0927105       0.0925889       

0.84375         0.59375         0.102481        0.10236         

0.84375         0.625           0.113093        0.112975        

0.84375         0.65625         0.124604        0.124491        

0.84375         0.6875          0.137062        0.136958        

0.84375         0.71875         0.150509        0.150416        

0.84375         0.75            0.164974        0.164894        

0.84375         0.78125         0.180467        0.180403        

0.84375         0.8125          0.196975        0.196927        

0.84375         0.84375         0.214456        0.214424        

0.84375         0.875           0.232835        0.232817        

0.84375         0.90625         0.251997        0.25199         

0.84375         0.9375          0.271792        0.271791        

0.84375         0.96875         0.292031        0.292032        

0.84375         1               0.3125          0.312508        

0.875           0               0               0               

0.875           0.03125         0.00264355      0.00263714      

0.875           0.0625          0.00531223      0.00529941      

0.875           0.09375         0.00803138      0.00801214      

0.875           0.125           0.0108268       0.0108011       

0.875           0.15625         0.0137249       0.0136928       

0.875           0.1875          0.0167529       0.0167143       

0.875           0.21875         0.0199391       0.0198942       

0.875           0.25            0.0233133       0.0232619       

0.875           0.28125         0.0269063       0.0268487       

0.875           0.3125          0.0307509       0.0306871       

0.875           0.34375         0.0348815       0.0348118       

0.875           0.375           0.0393346       0.0392593       

0.875           0.40625         0.0441485       0.0440679       

0.875           0.4375          0.0493635       0.0492783       

0.875           0.46875         0.0550219       0.0549327       

0.875           0.5             0.0611676       0.0610755       

0.875           0.53125         0.0678459       0.0677519       

0.875           0.5625          0.0751027       0.0750083       

0.875           0.59375         0.0829838       0.0828907       

0.875           0.625           0.0915336       0.0914435       

0.875           0.65625         0.100793        0.100708        

0.875           0.6875          0.110799        0.110722        

0.875           0.71875         0.12158         0.121512        

0.875           0.75            0.133153        0.133095        

0.875           0.78125         0.145521        0.145475        

0.875           0.8125          0.158668        0.158635        

0.875           0.84375         0.172558        0.172536        

0.875           0.875           0.187126        0.187115        

0.875           0.90625         0.202284        0.202279        

0.875           0.9375          0.217912        0.217912        

0.875           0.96875         0.233871        0.233872        

0.875           1               0.25            0.25            

0.90625         0               0               0               

0.90625         0.03125         0.00200493      0.00200009      

0.90625         0.0625          0.0040289       0.00401921      

0.90625         0.09375         0.00609109      0.00607657      

0.90625         0.125           0.00821103      0.00819166      

0.90625         0.15625         0.0104087       0.0103845       

0.90625         0.1875          0.0127048       0.0126757       

0.90625         0.21875         0.0151206       0.0150867       

0.90625         0.25            0.0176786       0.0176399       

0.90625         0.28125         0.0204021       0.0203588       

0.90625         0.3125          0.0233158       0.023268        

0.90625         0.34375         0.0264457       0.0263935       

0.90625         0.375           0.029819        0.0297627       

0.90625         0.40625         0.0334645       0.0334044       

0.90625         0.4375          0.0374124       0.037349        

0.90625         0.46875         0.041694        0.0416279       

0.90625         0.5             0.046342        0.046274        

0.90625         0.53125         0.0513897       0.0513206       

0.90625         0.5625          0.0568706       0.0568016       

0.90625         0.59375         0.062818        0.0627504       

0.90625         0.625           0.0692638       0.0691988       

0.90625         0.65625         0.0762369       0.0761762       

0.90625         0.6875          0.0837624       0.0837074       

0.90625         0.71875         0.0918589       0.091811        

0.90625         0.75            0.100537        0.100497        

0.90625         0.78125         0.109795        0.109764        

0.90625         0.8125          0.11962         0.119598        

0.90625         0.84375         0.129981        0.129966        

0.90625         0.875           0.140829        0.140821        

0.90625         0.90625         0.152098        0.152095        

0.90625         0.9375          0.163703        0.163703        

0.90625         0.96875         0.175541        0.175542        

0.90625         1               0.1875          0.187493        

0.9375          0               0               0               

0.9375          0.03125         0.00134728      0.00134404      

0.9375          0.0625          0.00270733      0.00270085      

0.9375          0.09375         0.00409306      0.00408333      

0.9375          0.125           0.00551754      0.00550457      

0.9375          0.15625         0.0069942       0.00697799      

0.9375          0.1875          0.00853687      0.00851743      

0.9375          0.21875         0.0101599       0.0101373       

0.9375          0.25            0.0118783       0.0118525       

0.9375          0.28125         0.0137077       0.0136788       

0.9375          0.3125          0.0156647       0.0156327       

0.9375          0.34375         0.0177664       0.0177316       

0.9375          0.375           0.0200313       0.0199938       

0.9375          0.40625         0.0224783       0.0224384       

0.9375          0.4375          0.0251275       0.0250855       

0.9375          0.46875         0.0279999       0.0279562       

0.9375          0.5             0.0311168       0.0310719       

0.9375          0.53125         0.0345001       0.0344548       

0.9375          0.5625          0.038172        0.0381269       

0.9375          0.59375         0.042154        0.0421099       

0.9375          0.625           0.0464665       0.0464244       

0.9375          0.65625         0.0511281       0.051089        

0.9375          0.6875          0.0561544       0.0561192       

0.9375          0.71875         0.0615565       0.0615261       

0.9375          0.75            0.0673401       0.0673151       

0.9375          0.78125         0.0735034       0.0734841       

0.9375          0.8125          0.0800356       0.0800219       

0.9375          0.84375         0.0869156       0.086907        

0.9375          0.875           0.094111        0.0941065       

0.9375          0.90625         0.101578        0.101576        

0.9375          0.9375          0.10926         0.109259        

0.9375          0.96875         0.117091        0.117092        

0.9375          1               0.125           0.12499         

0.96875         0               0               0               

0.96875         0.03125         0.000676847     0.000675222     

0.96875         0.0625          0.00136011      0.00135686      

0.96875         0.09375         0.00205626      0.00205138      

0.96875         0.125           0.00277187      0.00276536      

0.96875         0.15625         0.00351367      0.00350554      

0.96875         0.1875          0.0042886       0.00427887      

0.96875         0.21875         0.00510388      0.00509254      

0.96875         0.25            0.00596701      0.00595409      

0.96875         0.28125         0.00688585      0.00687138      

0.96875         0.3125          0.00786865      0.00785269      

0.96875         0.34375         0.00892409      0.00890671      

0.96875         0.375           0.0100613       0.0100426       

0.96875         0.40625         0.0112898       0.0112699       

0.96875         0.4375          0.0126196       0.0125987       

0.96875         0.46875         0.0140611       0.0140394       

0.96875         0.5             0.015625        0.0156027       

0.96875         0.53125         0.0173221       0.0172997       

0.96875         0.5625          0.0191634       0.0191411       

0.96875         0.59375         0.0211594       0.0211377       

0.96875         0.625           0.0233201       0.0232995       

0.96875         0.65625         0.0256547       0.0256355       

0.96875         0.6875          0.0281704       0.0281533       

0.96875         0.71875         0.0308727       0.030858        

0.96875         0.75            0.0337639       0.0337518       

0.96875         0.78125         0.0368427       0.0368334       

0.96875         0.8125          0.0401034       0.0400968       

0.96875         0.84375         0.0435352       0.0435311       

0.96875         0.875           0.0471219       0.0471198       

0.96875         0.90625         0.0508415       0.0508407       

0.96875         0.9375          0.0546664       0.0546663       

0.96875         0.96875         0.0585644       0.0585645       

0.96875         1               0.0625          0.0624928       

1               0               0               0               

1               0.03125         0               8.43616e-19     

1               0.0625          0               1.69525e-18     

1               0.09375         0               2.56297e-18     

1               0.125           0               3.455e-18       

1               0.15625         0               4.37976e-18     

1               0.1875          0               5.34591e-18     

1               0.21875         0               6.36247e-18     

1               0.25            0               7.43881e-18     

1               0.28125         0               8.58478e-18     

1               0.3125          0               9.81068e-18     

1               0.34375         0               1.11274e-17     

1               0.375           0               1.25463e-17     

1               0.40625         0               1.40793e-17     

1               0.4375          0               1.57391e-17     

1               0.46875         0               1.75384e-17     

1               0.5             0               1.94909e-17     

1               0.53125         0               2.16099e-17     

1               0.5625          0               2.39091e-17     

1               0.59375         0               2.64018e-17     

1               0.625           0               2.91003e-17     

1               0.65625         0               3.20157e-17     

1               0.6875          0               3.51571e-17     

1               0.71875         0               3.85304e-17     

1               0.75            0               4.21366e-17     

1               0.78125         0               4.59691e-17     

1               0.8125          0               5.00058e-17     

1               0.84375         0               5.41856e-17     

1               0.875           0               5.83301e-17     

1               0.90625         0               6.18626e-17     

1               0.9375          0               6.26718e-17     

1               0.96875         0               5.16188e-17     

1               1               0               4.52989e-19     

