#====================================================
#   t = 2       rho_bar = 0.7     Viscosity = 0
#====================================================
#x              rho
#====================================================
0               0.700018
0.001001        0.700017
0.002002        0.700016
0.003003        0.700015
0.004004        0.700014
0.00500501      0.700013
0.00600601      0.700012
0.00700701      0.700012
0.00800801      0.700011
0.00900901      0.70001
0.01001         0.70001
0.011011        0.700009
0.012012        0.700009
0.013013        0.700008
0.014014        0.700008
0.015015        0.700007
0.016016        0.700007
0.017017        0.700006
0.018018        0.700006
0.019019        0.700006
0.02002         0.700005
0.021021        0.700005
0.022022        0.700005
0.023023        0.700004
0.024024        0.700004
0.025025        0.700004
0.026026        0.700004
0.027027        0.700003
0.028028        0.700003
0.029029        0.700003
0.03003         0.700003
0.031031        0.700003
0.032032        0.700002
0.033033        0.700002
0.034034        0.700002
0.035035        0.700002
0.036036        0.700002
0.037037        0.700002
0.038038        0.700002
0.039039        0.700001
0.04004         0.700001
0.041041        0.700001
0.042042        0.700001
0.043043        0.700001
0.044044        0.700001
0.045045        0.700001
0.046046        0.700001
0.047047        0.700001
0.048048        0.700001
0.049049        0.700001
0.0500501       0.700001
0.0510511       0.700001
0.0520521       0.700001
0.0530531       0.700001
0.0540541       0.700001
0.0550551       0.7
0.0560561       0.7
0.0570571       0.7
0.0580581       0.7
0.0590591       0.7
0.0600601       0.7
0.0610611       0.7
0.0620621       0.7
0.0630631       0.7
0.0640641       0.7
0.0650651       0.7
0.0660661       0.7
0.0670671       0.7
0.0680681       0.7
0.0690691       0.7
0.0700701       0.7
0.0710711       0.7
0.0720721       0.7
0.0730731       0.7
0.0740741       0.7
0.0750751       0.7
0.0760761       0.7
0.0770771       0.7
0.0780781       0.7
0.0790791       0.7
0.0800801       0.7
0.0810811       0.7
0.0820821       0.7
0.0830831       0.7
0.0840841       0.7
0.0850851       0.7
0.0860861       0.7
0.0870871       0.7
0.0880881       0.7
0.0890891       0.7
0.0900901       0.7
0.0910911       0.7
0.0920921       0.7
0.0930931       0.7
0.0940941       0.7
0.0950951       0.7
0.0960961       0.7
0.0970971       0.7
0.0980981       0.7
0.0990991       0.7
0.1001          0.7
0.101101        0.7
0.102102        0.7
0.103103        0.7
0.104104        0.7
0.105105        0.7
0.106106        0.7
0.107107        0.7
0.108108        0.7
0.109109        0.7
0.11011         0.7
0.111111        0.7
0.112112        0.7
0.113113        0.7
0.114114        0.7
0.115115        0.7
0.116116        0.7
0.117117        0.7
0.118118        0.7
0.119119        0.7
0.12012         0.7
0.121121        0.7
0.122122        0.7
0.123123        0.7
0.124124        0.7
0.125125        0.7
0.126126        0.7
0.127127        0.7
0.128128        0.7
0.129129        0.7
0.13013         0.7
0.131131        0.7
0.132132        0.7
0.133133        0.7
0.134134        0.7
0.135135        0.7
0.136136        0.7
0.137137        0.7
0.138138        0.7
0.139139        0.7
0.14014         0.7
0.141141        0.7
0.142142        0.7
0.143143        0.7
0.144144        0.7
0.145145        0.7
0.146146        0.7
0.147147        0.7
0.148148        0.7
0.149149        0.7
0.15015         0.7
0.151151        0.7
0.152152        0.7
0.153153        0.7
0.154154        0.7
0.155155        0.7
0.156156        0.7
0.157157        0.7
0.158158        0.7
0.159159        0.7
0.16016         0.7
0.161161        0.7
0.162162        0.7
0.163163        0.7
0.164164        0.7
0.165165        0.7
0.166166        0.7
0.167167        0.7
0.168168        0.7
0.169169        0.7
0.17017         0.7
0.171171        0.7
0.172172        0.7
0.173173        0.7
0.174174        0.7
0.175175        0.7
0.176176        0.7
0.177177        0.7
0.178178        0.7
0.179179        0.7
0.18018         0.7
0.181181        0.7
0.182182        0.7
0.183183        0.7
0.184184        0.7
0.185185        0.7
0.186186        0.7
0.187187        0.7
0.188188        0.7
0.189189        0.7
0.19019         0.7
0.191191        0.7
0.192192        0.7
0.193193        0.7
0.194194        0.7
0.195195        0.7
0.196196        0.7
0.197197        0.7
0.198198        0.7
0.199199        0.7
0.2002          0.7
0.201201        0.7
0.202202        0.7
0.203203        0.7
0.204204        0.7
0.205205        0.7
0.206206        0.7
0.207207        0.7
0.208208        0.7
0.209209        0.7
0.21021         0.7
0.211211        0.7
0.212212        0.7
0.213213        0.7
0.214214        0.7
0.215215        0.7
0.216216        0.7
0.217217        0.7
0.218218        0.7
0.219219        0.7
0.22022         0.7
0.221221        0.7
0.222222        0.7
0.223223        0.7
0.224224        0.7
0.225225        0.7
0.226226        0.7
0.227227        0.7
0.228228        0.7
0.229229        0.7
0.23023         0.7
0.231231        0.7
0.232232        0.7
0.233233        0.7
0.234234        0.7
0.235235        0.7
0.236236        0.7
0.237237        0.7
0.238238        0.7
0.239239        0.7
0.24024         0.7
0.241241        0.7
0.242242        0.7
0.243243        0.7
0.244244        0.7
0.245245        0.7
0.246246        0.7
0.247247        0.7
0.248248        0.7
0.249249        0.7
0.25025         0.7
0.251251        0.700001
0.252252        0.700003
0.253253        0.700013
0.254254        0.700063
0.255255        0.700301
0.256256        0.701441
0.257257        0.706776
0.258258        0.729582
0.259259        0.801732
0.26026         0.919684
0.261261        0.964938
0.262262        0.87565
0.263263        0.766813
0.264264        0.717301
0.265265        0.703819
0.266266        0.700817
0.267267        0.700188
0.268268        0.70008
0.269269        0.70017
0.27027         0.700713
0.271271        0.703267
0.272272        0.714629
0.273273        0.757094
0.274274        0.856967
0.275275        0.95305
0.276276        0.926327
0.277277        0.813376
0.278278        0.735159
0.279279        0.708395
0.28028         0.701853
0.281281        0.700424
0.282282        0.700144
0.283283        0.700202
0.284284        0.700756
0.285285        0.703341
0.286286        0.714615
0.287287        0.755984
0.288288        0.85235
0.289289        0.945569
0.29029         0.921418
0.291291        0.812714
0.292292        0.735745
0.293293        0.70874
0.294294        0.70198
0.295295        0.700474
0.296296        0.70019
0.297297        0.70033
0.298298        0.701266
0.299299        0.705479
0.3003          0.72286
0.301301        0.779147
0.302302        0.883154
0.303303        0.945962
0.304304        0.885843
0.305305        0.781336
0.306306        0.72368
0.307307        0.7057
0.308308        0.701329
0.309309        0.700366
0.31031         0.700265
0.311311        0.700742
0.312312        0.703032
0.313313        0.712716
0.314314        0.747851
0.315315        0.832867
0.316316        0.925775
0.317317        0.918736
0.318318        0.821192
0.319319        0.741738
0.32032         0.710878
0.321321        0.702595
0.322322        0.700663
0.323323        0.700312
0.324324        0.700622
0.325325        0.702367
0.326326        0.709738
0.327327        0.737124
0.328328        0.809664
0.329329        0.905946
0.33033         0.92387
0.331331        0.839669
0.332332        0.753185
0.333333        0.714731
0.334334        0.703622
0.335335        0.700926
0.336336        0.700394
0.337337        0.700685
